1,37
TerritoryType,Name
TerritoryType,str
0,
169,监狱废墟托托・拉克千狱
164,地下灵殿塔姆・塔拉墓园
161,封锁坑道铜铃铜山
157,天然要害沙斯塔夏溶洞
172,毒雾洞窟黄金谷
166,名门府邸静语庄园
162,魔兽领域日影地修炼所
158,休养胜地布雷福洛克斯野营地
163,古代遗迹喀恩埋没圣堂
159,神灵圣域放浪神古神殿
168,对龙城塞石卫塔
170,流沙迷宫樵鸣洞
171,山中战线泽梅尔要塞
167,邪教驻地无限城古堡
217,帝国南方堡外围激战
224,天幕魔导城最终决战
160,领航明灯天狼星灯塔
349,骚乱坑道铜铃铜山
350,恶灵府邸静语庄园
362,纷争要地布雷福洛克斯野营地
360,剑斗领域日影地修炼所
363,腐坏遗迹无限城市街古迹
361,财宝传说破舰岛
373,惨剧灵殿塔姆・塔拉墓园
365,激战城塞石卫塔
367,苏醒遗迹喀恩埋没圣堂
371,凛冽洞天披雪大冰壁
387,逆转要害沙斯塔夏溶洞
189,邪念妖地无限城古堡
188,武装圣域放浪神古神殿
416,学识宝库迦巴勒幻想图书馆
150,幻龙残骸密约之塔
420,空中神域不获岛
421,圣教中枢伊修加德教皇厅
430,博物战舰无限回廊
434,冰雪废堡暮卫塔
441,天山绝顶索姆阿尔灵峰
438,血战苍穹魔科学研究所
435,邪龙王座龙巢神殿
510,地脉灵灯天狼星灯塔
511,草木庭园圣茉夏娜植物园
214,完成集团战训练！
190,讨伐彷徨死灵！
215,突破所有关门，讨伐最深处的敌人！
216,捕获金币龟！
191,驱除剧毒妖花！
192,消灭恶徒团伙寄生蜂团！
220,讨伐梦幻之布拉奇希奥！
219,击溃哥布林炸弹军团！
221,讨伐污染源头魔界花！
222,讨伐坑道中出现的妖异！
223,注意无敌的眷属，讨伐大型妖异！
298,讨伐爆弹怪的女王！
299,歼灭特殊阵型的妖异！
300,制止三方混战的巨人族，守住遗物！
202,伊弗利特讨伐战
206,泰坦讨伐战
208,迦楼罗讨伐战
292,伊弗利特歼灭战
293,泰坦歼灭战
294,迦楼罗歼灭战
332,里塔提恩强攻战
295,伊弗利特歼殛战
296,泰坦歼殛战
297,迦楼罗歼殛战
207,莫古力贤王歼灭战
364,莫古力贤王歼殛战
348,究极神兵破坏作战
509,活动挑战1
353,活动挑战2
354,活动挑战3
281,利维亚桑歼灭战
359,利维亚桑歼殛战
368,死化奇美拉讨伐战
369,海德拉讨伐战
366,大桥上的决斗
374,拉姆歼灭战
375,拉姆歼殛战
377,希瓦歼灭战
378,希瓦歼殛战
142,艾玛吉娜杯斗技大会决赛
394,奥丁歼灭战
143,皇都伊修加德保卫战
426,那布里亚勒斯讨伐战
396,无限城的死斗
432,罗波那歼灭战
446,罗波那歼殛战
436,俾斯麦歼灭战
447,俾斯麦歼殛战
437,圆桌骑士歼灭战
448,圆桌骑士幻想歼灭战
174,水晶塔 古代人迷宫
241,巴哈姆特大迷宫 邂逅之章1
242,巴哈姆特大迷宫 邂逅之章2
243,巴哈姆特大迷宫 邂逅之章3
244,巴哈姆特大迷宫 邂逅之章4
245,巴哈姆特大迷宫 邂逅之章5
355,巴哈姆特大迷宫 入侵之章1
356,巴哈姆特大迷宫 入侵之章2
357,巴哈姆特大迷宫 入侵之章3
358,巴哈姆特大迷宫 入侵之章4
372,水晶塔 希尔科斯塔
380,巴哈姆特零式大迷宫 入侵之章1
381,巴哈姆特零式大迷宫 入侵之章2
382,巴哈姆特零式大迷宫 入侵之章3
383,巴哈姆特零式大迷宫 入侵之章4
193,巴哈姆特大迷宫 真源之章1
194,巴哈姆特大迷宫 真源之章2
195,巴哈姆特大迷宫 真源之章3
196,巴哈姆特大迷宫 真源之章4
151,水晶塔 暗之世界
442,亚历山大机神城 启动之章1
443,亚历山大机神城 启动之章2
444,亚历山大机神城 启动之章3
445,亚历山大机神城 启动之章4
449,亚历山大零式机神城 启动之章1
450,亚历山大零式机神城 启动之章2
451,亚历山大零式机神城 启动之章3
452,亚历山大零式机神城 启动之章4
508,魔航船虚无方舟
0,
0,
0,
0,
0,
0,
376,周边遗迹群 (阵地战)
0,
0,
431,尘封秘岩 (争夺战)
512,云冠群岛白昼探索
514,云冠群岛黄昏探索
515,云冠群岛夜晚探索
517,萨菲洛特歼灭战
524,萨菲洛特歼殛战
520,亚历山大机神城 律动之章1
521,亚历山大机神城 律动之章2
522,亚历山大机神城 律动之章3
523,亚历山大机神城 律动之章4
519,神圣遗迹无限城市街古迹
516,星海空间颠倒塔
0,
525,群狼盛宴 (4对4 / 练习赛)
0,
527,群狼盛宴 (4对4 / 段位赛)
0,
529,亚历山大零式机神城 律动之章1
530,亚历山大零式机神城 律动之章2
531,亚历山大零式机神城 律动之章3
532,亚历山大零式机神城 律动之章4
537,躲避范围攻击
538,掌握仇恨连击
539,控制敌人的仇恨
540,控制多个敌人的仇恨
541,实战控制多个敌人的仇恨
542,控制远处敌人的仇恨
543,留心增援的敌人
544,配合防护职业打倒单个敌人
545,配合防护职业打倒多个敌人
546,躲避范围攻击的同时进行战斗
547,打倒增援的敌人
548,灵活运用场地机关
549,治疗防护职业
550,治疗小队队员
551,躲避范围攻击的同时进行战斗
552,最终训练
533,四国联合军演
556,禁忌城邦玛哈
559,尼德霍格征龙战
566,尼德霍格传奇征龙战
555,天龙宫殿忆罪宫
557,黑涡传说破舰岛
560,雷古拉・范・休著斯追击战
561,死者宫殿 地下1～10层
562,死者宫殿 地下11～20层
563,死者宫殿 地下21～30层
564,死者宫殿 地下31～40层
565,死者宫殿 地下41～50层
558,水城宝物库
554,荣誉野 (碎冰战)
571,亡灵府邸闹鬼庄园
572,险峻峡谷塞尔法特尔溪谷
576,索菲娅歼灭战
577,索菲娅歼殛战
0,
580,亚历山大机神城 天动之章1
581,亚历山大机神城 天动之章2
582,亚历山大机神城 天动之章3
583,亚历山大机神城 天动之章4
584,亚历山大零式机神城 天动之章1
585,亚历山大零式机神城 天动之章2
586,亚历山大零式机神城 天动之章3
587,亚历山大零式机神城 天动之章4
592,纠缠不清的宿命
579,九宫幻卡：幻卡对局室
578,秘本宝库迦巴勒幻想图书馆
589,萌宠之王：玩家对战（绩点赛）
590,萌宠之王：大赛对战（玩家对战）
591,萌宠之王：玩家对战（无绩点赛）
0,
619,群狼盛宴 (狼狱演习场：自定赛)
624,云冠群岛白昼探索（狩猎专用）
625,云冠群岛黄昏探索（狩猎专用）
593,死者宫殿 地下51～60层
594,死者宫殿 地下61～70层
595,死者宫殿 地下71～80层
596,死者宫殿 地下81～90层
597,死者宫殿 地下91～100层
598,死者宫殿 地下101～110层
599,死者宫殿 地下111～120层
600,死者宫殿 地下121～130层
601,死者宫殿 地下131～140层
602,死者宫殿 地下141～150层
603,死者宫殿 地下151～160层
604,死者宫殿 地下161～170层
605,死者宫殿 地下171～180层
606,死者宫殿 地下181～190层
607,死者宫殿 地下191～200层
615,坚牢铁壁巴埃萨长城
627,影之国
617,天山深境索姆阿尔灵峰
633,加尔提诺平原遭遇战
637,祖尔宛歼灭战
638,祖尔宛歼殛战
630,云冠群岛战争神猎场
0,
0,
632,群狼盛宴 (4对4 / 练习赛)
0,
644,群狼盛宴 (4对4 / 段位赛)
0,
0,
646,群狼盛宴 (地衣宫演习场：自定赛)
656,云冠群岛丰饶神福地
616,海底宫殿紫水宫
663,修行古刹星导寺
665,鱼道现身！
626,漂流海域妖歌海
679,神龙歼灭战
623,试炼行路巴儿达木霸道
660,解放决战多玛王城
661,巨炮要塞帝国白山堡
674,须佐之男歼灭战
677,须佐之男歼殛战
707,抗争之力
688,那达慕
689,鏖战红莲阿拉米格
708,海都路人身首异
709,极恶之人木枯
710,松叶门外之变
711,决战龟甲岛
691,欧米茄时空狭缝 德尔塔幻境1
692,欧米茄时空狭缝 德尔塔幻境2
693,欧米茄时空狭缝 德尔塔幻境3
694,欧米茄时空狭缝 德尔塔幻境4
695,欧米茄零式时空狭缝 德尔塔幻境1
696,欧米茄零式时空狭缝 德尔塔幻境2
697,欧米茄零式时空狭缝 德尔塔幻境3
698,欧米茄零式时空狭缝 德尔塔幻境4
717,原初的战士
705,大会开始
662,恶党孤城黄金阁
719,吉祥天女歼灭战
720,吉祥天女歼殛战
722,穿越时空的夙愿
718,燃烧吧高吉
713,漆黑的巨龙
712,运河宝物库
684,于里昂热的秘策
706,为了更强
715,遥远的憧憬
716,再次相见
714,红血之龙骑士
723,影隐忍法贴
690,时空狭缝外缘
725,运河宝物库深层
729,距骨研究所 (机动战)
730,神龙梦幻歼灭战
731,沉没神殿斯卡拉遗迹
733,巴哈姆特绝境战
734,失落之都拉巴纳斯塔
403,英雄归来
732,禁地优雷卡 常风之地
742,红玉火山狱之盖
743,疯狂战舰无限回廊
748,欧米茄时空狭缝 西格玛幻境1
749,欧米茄时空狭缝 西格玛幻境2
750,欧米茄时空狭缝 西格玛幻境3
751,欧米茄时空狭缝 西格玛幻境4
746,白虎镇魂战
758,白虎诗魂战
752,欧米茄零式时空狭缝 西格玛幻境1
753,欧米茄零式时空狭缝 西格玛幻境2
754,欧米茄零式时空狭缝 西格玛幻境3
755,欧米茄零式时空狭缝 西格玛幻境4
233,
225,
226,
227,
234,
235,
228,
229,
230,
231,
236,
237,
238,
239,
240,
232,
248,
249,
253,
254,
255,
256,
257,
258,
259,
260,
261,
251,
266,
267,
268,
269,
262,
263,
264,
265,
252,
272,
280,
270,
271,
273,
274,
275,
277,
278,
279,
301,
302,
285,
286,
287,
288,
289,
303,
304,
305,
306,
307,
290,
291,
308,
309,
310,
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
322,
323,
324,
325,
326,
327,
328,
329,
330,
379,
404,
405,
406,
407,
408,
409,
410,
411,
412,
413,
414,
415,
453,
454,
455,
456,
457,
458,
459,
460,
461,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
513,
664,
667,
669,
673,
703,
704,
699,
700,
647,
648,
726,
721,
701,
702,
640,
678,
668,
675,
672,
676,
666,
670,
659,
685,
671,
686,
687,
634,
657,
658,
757,
741,良缘仪式
761,火龙狩猎战
762,火龙上位狩猎战
745,群狼盛宴 (战队段位赛)
760,
765,群狼盛宴 (段位赛)
766,群狼盛宴 (练习赛)
767,群狼盛宴 (水晶塔演习场：自定赛)
417,陆行鸟竞赛：竞赛教学
391,第1关：抢占内圈赛道
389,第2关：躲避范围攻击
390,第3关：能力不是万能的
391,第4关：沉重的竞赛（上）
389,第5关：站住别跑
390,第6关：打击竞争对手
389,第7关：梦幻的结界
391,第8关：鹬蚌相争渔翁得利
390,第9关：体力之战
389,第10关：逃亡者和追赶者
390,第11关：全速冲刺
391,第12关：活用竞赛能力
390,第13关：突破对手的协作
389,第14关：沉重的竞赛（下）
391,第15关：究极陆行鸟竞赛
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
390,陆行鸟竞赛：荒野大道
389,陆行鸟竞赛：太阳海岸
391,陆行鸟竞赛：恬静小路
768,风水灵庙岩燕庙
778,月读歼灭战
779,月读幽夜歼灭战
777,究极神兵绝境战
770,天之御柱 1～10层
771,天之御柱 11～20层
772,天之御柱 21～30层
782,天之御柱 31～40层
773,天之御柱 41～50层
783,天之御柱 51～60层
774,天之御柱 61～70层
784,天之御柱 71～80层
775,天之御柱 81～90层
785,天之御柱 91～100层
776,封闭圣塔黎铎拉纳大灯塔
781,
506,第1关：新手教学
506,第2关：到处都是巧儿鸟
506,第3关：万事开头难
506,第4关：小小巨兽
506,第5关：蛮族叛乱
506,第6关：恐怖的墓园
506,第7关：劲敌共斗
506,第8关：光暗之界乃拂晓
506,第9关：铜山爆破
506,第10关：蔓德拉之子
506,第11关：女王陛下万岁！
506,第12关：打砖块
506,第13关：首席机械师
506,第14关：硬如坚果
506,第15关：小小斗神讨伐战
506,第16关：陆行鸟大进军
506,第17关：披雪小冰壁
506,第18关：小怪物狩猎
506,第19关：小桥上的决斗
506,第20关：愿水晶给予你指引
506,第21关：贤者的试炼
506,第22关：暗淡的世界
506,第23关：巴哈姆特小迷宫邂逅之章
506,第24关：巴哈姆特小迷宫真源之章
506,萌宠之王：讨伐级单人战
506,萌宠之王：歼灭级单人战
506,萌宠之王：歼殛级单人战
506,萌宠之王：大赛对战（人机对战）
767,群狼盛宴 (水晶塔演习场：战队自定赛)
763,禁地优雷卡 恒冰之地
769,拂晓的少年
790,灾厄重现军事演习
788,污染庭园圣茉夏娜植物园
789,死亡大地终末焦土
794,运河宝物库神殿
798,欧米茄时空狭缝 阿尔法幻境1
799,欧米茄时空狭缝 阿尔法幻境2
800,欧米茄时空狭缝 阿尔法幻境3
801,欧米茄时空狭缝 阿尔法幻境4
802,欧米茄零式时空狭缝 阿尔法幻境1
803,欧米茄零式时空狭缝 阿尔法幻境2
804,欧米茄零式时空狭缝 阿尔法幻境3
805,欧米茄零式时空狭缝 阿尔法幻境4
806,保镖歼灭战
810,朱雀镇魂战
811,朱雀诗魂战
795,禁地优雷卡 涌火之地
791,隐塞 (机动战)
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
792,虚景跳跳乐大挑战
797,楔石洞
796,出道战
793,国境战线基姆利特暗区
796,布丁拼盘
796,最初的岩壁――辛巴克那
796,怪力铁巨人――克利俄斯
796,金币龟兄弟
796,铁鹰战士
796,粘液怪合唱团
796,青之牙、红之牙
796,七彩甜点――棉花糖
796,无头王者――幽黑曲偶
796,爆前速攻
796,寄生植物――白鹭花
796,猩红死妖姬――卡蜜拉
796,陪葬
796,来自亚拉戈的威胁――斗兽系统
796,怪力兽王――迪克巴朗
796,刚柔铁巨人――克利俄斯改
796,爆破死斗
796,魅惑芳香――反光丽贝卡
796,著名组合――奥尔特罗斯&提丰
796,愤怒合成兽――阿帕德马克
796,爆炸湮灭――先祖爆弹怪
796,魔兽皇太子――贝希摩斯太子
796,异形人偶师――艾匹罗基
796,邪恶青魔法师――启示者
826,乐欲之所瓯博讷修道院
824,青龙镇魂战
825,青龙诗魂战
827,禁地优雷卡 丰水之地
832,空军装甲驾驶员
832,空军装甲驾驶员
832,空军装甲驾驶员
831,多玛方城战：半庄战一般桌（段位战）
831,多玛方城战：半庄战有段桌（段位战）
831,多玛方城战：半庄战4人亲友桌（带食断）
834,风之使者
839,
830,英雄挽歌
821,水妖幻园多恩美格禁园
831,多玛方城战：半庄战4人亲友桌（不带食断）
823,文明古迹奇坦那神影洞
838,末日暗影亚马乌罗提
849,伊甸希望乐园 觉醒之章1
853,伊甸零式希望乐园 觉醒之章1
840,异界遗构希尔科斯孪晶塔
836,避暑离宫马利卡大井
845,缇坦妮雅歼灭战
858,缇坦妮雅歼殛战
822,伪造天界格鲁格火山
0,
841,创造机构阿尼德罗学院
861,
862,
863,
864,
846,无瑕灵君歼灭战
848,无瑕灵君歼殛战
865,
866,
867,
868,
869,
870,
871,
872,
837,遇袭集落水滩村
0,
873,摇摆的天平
874,古代大再生魔法
860,废都拿巴示艾兰
859,机关、诅咒、剧毒与……
851,伊甸希望乐园 觉醒之章3
855,伊甸零式希望乐园 觉醒之章3
850,伊甸希望乐园 觉醒之章2
854,伊甸零式希望乐园 觉醒之章2
876,奈贝尔特的后悔
847,哈迪斯歼灭战
879,梦羽宝境
852,伊甸希望乐园 觉醒之章4
856,伊甸零式希望乐园 觉醒之章4
875,勇敢的猎人
884,魔法宫殿宇宙宫
885,哈迪斯孤念歼灭战
887,亚历山大绝境战
796,强大的老爹――洪巴巴之父
796,鼻息爆破死斗
796,绝妙傀儡师――都灵
796,水与火之歌
796,世界第一剑士――齐格弗里德
882,复制工厂废墟
888,昂萨哈凯尔（竞争战）
893,纯白誓约、漆黑密约
894,我心依旧
0,
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
899,虚景跳跳乐大挑战
898,黑风海底阿尼德罗追忆馆
902,伊甸希望乐园 共鸣之章1
906,伊甸零式希望乐园 共鸣之章1
897,红宝石神兵破坏作战
912,红宝石神兵狂想作战
903,伊甸希望乐园 共鸣之章2
907,伊甸零式希望乐园 共鸣之章2
900,出海垂钓
901,天上福地云冠群岛
911,博兹雅堡垒蒸发事件
914,英雄无法安息
913,博兹雅堡垒追忆战
904,伊甸希望乐园 共鸣之章3
908,伊甸零式希望乐园 共鸣之章3
905,伊甸希望乐园 共鸣之章4
909,伊甸零式希望乐园 共鸣之章4
900,出海垂钓
900,出海垂钓
900,出海垂钓
900,出海垂钓
900,出海垂钓
920,南方博兹雅战线
917,人偶军事基地
916,暗影决战诺弗兰特
922,光之战士歼灭战
923,光之战士幻耀歼灭战
925,飞翔吧，前往维尔利特！
926,飞翔吧，前往维尔利特！
929,天上福地云冠群岛
932,褪色的记忆
0,
924,梦羽宝殿
933,魔术工房玛托雅工作室
943,伊甸希望乐园 再生之章2
947,伊甸零式希望乐园 再生之章2
942,伊甸希望乐园 再生之章1
946,伊甸零式希望乐园 再生之章1
944,伊甸希望乐园 再生之章3
948,伊甸零式希望乐园 再生之章3
0,
0,
940,九宫幻卡：官方锦标赛
941,九宫幻卡：锦标赛对局室
953,泰坦幻巧战
945,伊甸希望乐园 再生之章4
949,伊甸零式希望乐园 再生之章4
0,
0,
934,绿宝石神兵破坏作战
935,绿宝石神兵狂想作战
954,威尔布兰德扬帆起航
0,
831,多玛方城战：东风战一般桌（段位战）
831,多玛方城战：东风战有段桌（段位战）
831,多玛方城战：东风战4人亲友桌（带食断）
831,多玛方城战：东风战4人亲友桌（不带食断）
900,出海垂钓
900,出海垂钓
900,出海垂钓
900,出海垂钓
900,出海垂钓
900,出海垂钓
